baseline,free_prop
20.517683935002424,59.27304366393946
19.601965698995627,55.569262228906155
19.343652394018136,55.34110739803873
19.364643965032883,54.084744333988056
19.40837624296546,55.885887079988606
19.71527749497909,55.114969188929535
19.794690493959934,55.57195291493554
19.798719831043854,55.85544776101597
19.657674268004484,54.82899535400793
19.547762720030732,54.633947295020334
